HomePrice
100.5
100.6
100.4
101.4
101.5
101.30000000000001
99.6
99.69999999999999
99.5
96.7
96.8
96.60000000000001
101.1
101.19999999999999
101.0
97.9
98.0
97.80000000000001
102.4
102.5
102.30000000000001
97.1
97.19999999999999
97.0
100.6
100.69999999999999
100.5
106.8
106.89999999999999
106.7
108.2
108.3
108.10000000000001
